userId,movieId,rating
1,1,0.8
1,3,0.8
1,6,0.8
1,47,1.0
1,50,1.0
1,70,0.6
1,101,1.0
1,110,0.8
1,151,1.0
1,157,1.0
1,163,1.0
1,216,1.0
1,223,0.6
1,231,1.0
1,235,0.8
1,260,1.0
1,296,0.6
1,316,0.6
1,333,1.0
1,349,0.8
1,356,0.8
1,362,1.0
1,367,0.8
1,423,0.6
1,441,0.8
1,457,1.0
1,480,0.8
1,500,0.6
1,527,1.0
1,543,0.8
1,552,0.8
1,553,1.0
1,590,0.8
1,592,0.8
1,593,0.8
1,596,1.0
1,608,1.0
1,648,0.6
1,661,1.0
1,673,0.6
1,733,0.8
1,736,0.6
1,780,0.6
1,804,0.8
1,919,1.0
1,923,1.0
1,940,1.0
1,943,0.8
1,954,1.0
1,1009,0.6
1,1023,1.0
1,1024,1.0
1,1025,1.0
1,1029,1.0
1,1030,0.6
1,1031,1.0
1,1032,1.0
1,1042,0.8
1,1049,1.0
1,1060,0.8
1,1073,1.0
1,1080,1.0
1,1089,1.0
1,1090,0.8
1,1092,1.0
1,1097,1.0
1,1127,0.8
1,1136,1.0
1,1196,1.0
1,1197,1.0
1,1198,1.0
1,1206,1.0
1,1208,0.8
1,1210,1.0
1,1213,1.0
1,1214,0.8
1,1219,0.4
1,1220,1.0
1,1222,1.0
1,1224,1.0
1,1226,1.0
1,1240,1.0
1,1256,1.0
1,1258,0.6
1,1265,0.8
1,1270,1.0
1,1275,1.0
1,1278,1.0
1,1282,1.0
1,1291,1.0
1,1298,1.0
1,1348,0.8
1,1377,0.6
1,1396,0.6
1,1408,0.6
1,1445,0.6
1,1473,0.8
1,1500,0.8
1,1517,1.0
1,1552,0.8
1,1573,1.0
1,1580,0.6
1,1587,1.0
1,1617,1.0
1,1620,0.8
1,1625,1.0
1,1644,0.6
1,1676,0.6
1,1732,1.0
1,1777,0.8
1,1793,0.8
1,1804,1.0
1,1805,0.8
1,1920,0.8
1,1927,1.0
1,1954,1.0
1,1967,0.8
1,2000,0.8
1,2005,1.0
1,2012,0.8
1,2018,1.0
1,2028,0.8
1,2033,1.0
1,2046,0.8
1,2048,1.0
1,2054,0.8
1,2058,1.0
1,2078,1.0
1,2090,1.0
1,2093,0.6
1,2094,1.0
1,2096,0.8
1,2099,0.8
1,2105,0.8
1,2115,1.0
1,2116,1.0
1,2137,1.0
1,2139,1.0
1,2141,1.0
1,2143,0.8
1,2161,1.0
1,2174,0.8
1,2193,0.8
1,2253,0.4
1,2268,0.8
1,2273,0.8
1,2291,1.0
1,2329,1.0
1,2338,0.4
1,2353,1.0
1,2366,0.8
1,2387,1.0
1,2389,0.4
1,2395,1.0
1,2406,0.8
1,2414,0.6
1,2427,1.0
1,2450,0.8
1,2459,1.0
1,2470,1.0
1,2478,0.8
1,2492,0.8
1,2502,1.0
1,2528,0.6
1,2529,1.0
1,2542,1.0
1,2571,1.0
1,2580,1.0
1,2596,1.0
1,2616,0.8
1,2617,0.4
1,2628,0.8
1,2640,0.8
1,2641,1.0
1,2644,0.8
1,2648,0.8
1,2654,1.0
1,2657,0.6
1,2692,1.0
1,2700,1.0
1,2716,1.0
1,2761,1.0
1,2797,0.8
1,2826,0.8
1,2858,1.0
1,2872,1.0
1,2899,1.0
1,2916,0.8
1,2944,1.0
1,2947,1.0
1,2948,1.0
1,2949,1.0
1,2959,1.0
1,2985,0.8
1,2987,1.0
1,2991,1.0
1,2993,1.0
1,2997,0.8
1,3033,1.0
1,3034,1.0
1,3052,1.0
1,3053,1.0
1,3062,0.8
1,3147,1.0
1,3168,0.8
1,3176,0.2
1,3243,0.6
1,3247,0.6
1,3253,1.0
1,3273,1.0
1,3386,1.0
1,3439,0.8
1,3440,0.8
1,3441,1.0
1,3448,1.0
1,3450,1.0
1,3479,0.8
1,3489,0.8
1,3527,0.8
1,3578,1.0
1,3617,0.8
1,3639,0.8
1,3671,1.0
1,3702,1.0
1,3703,1.0
1,3729,1.0
1,3740,0.8
1,3744,0.8
1,3793,1.0
1,3809,0.8
1,4006,0.8
1,5060,1.0
2,318,0.6
2,333,0.8
2,1704,0.9
2,3578,0.8
2,6874,0.8
2,8798,0.7
2,46970,0.8
2,48516,0.8
2,58559,0.9
2,60756,1.0
2,68157,0.9
2,71535,0.6
2,74458,0.8
2,77455,0.6
2,79132,0.8
2,80489,0.9
2,80906,1.0
2,86345,0.8
2,89774,1.0
2,91529,0.7
2,91658,0.5
2,99114,0.7
2,106782,1.0
2,109487,0.6
2,112552,0.8
2,114060,0.4
2,115713,0.7
2,122882,1.0
2,131724,1.0
3,31,0.1
3,527,0.1
3,647,0.1
3,688,0.1
3,720,0.1
3,849,1.0
3,914,0.1
3,1093,0.1
3,1124,0.1
3,1263,0.1
3,1272,0.1
3,1275,0.7
3,1302,0.1
3,1371,0.6
3,1587,0.9
3,2018,0.1
3,2080,0.1
3,2090,0.1
3,2105,0.4
3,2288,0.8
3,2424,0.1
3,2851,1.0
3,3024,0.9
3,3210,0.1
3,3703,1.0
3,3949,0.1
3,4518,1.0
3,5048,0.1
3,5181,1.0
3,5746,1.0
3,5764,0.9
3,5919,1.0
3,6238,0.1
3,6835,1.0
3,7899,0.9
3,7991,1.0
3,26409,0.9
3,70946,1.0
3,72378,0.1
4,21,0.6
4,32,0.4
4,45,0.6
4,47,0.4
4,52,0.6
4,58,0.6
4,106,0.8
4,125,1.0
4,126,0.2
4,162,1.0
4,171,0.6
4,176,1.0
4,190,0.4
4,215,1.0
4,222,0.2
4,232,1.0
4,235,0.4
4,247,0.6
4,260,1.0
4,265,1.0
4,296,0.2
4,319,1.0
4,342,1.0
4,345,0.8
4,348,0.8
4,351,0.6
4,357,0.6
4,368,0.8
4,417,0.4
4,441,0.2
4,450,0.4
4,457,1.0
4,475,1.0
4,492,1.0
4,509,0.2
4,538,1.0
4,539,0.2
4,553,0.4
4,588,0.8
4,593,1.0
4,595,0.6
4,599,0.4
4,608,1.0
4,648,0.6
4,708,0.8
4,759,0.6
4,800,0.8
4,892,0.8
4,898,1.0
4,899,0.8
4,902,0.8
4,904,0.8
4,908,1.0
4,910,1.0
4,912,1.0
4,914,1.0
4,919,1.0
4,920,1.0
4,930,1.0
4,937,0.6
4,1025,0.8
4,1046,1.0
4,1057,0.6
4,1060,0.4
4,1073,0.8
4,1077,1.0
4,1079,0.4
4,1080,1.0
4,1084,1.0
4,1086,1.0
4,1094,0.6
4,1103,1.0
4,1136,1.0
4,1179,0.8
4,1183,0.2
4,1188,1.0
4,1196,1.0
4,1197,1.0
4,1198,0.6
4,1199,0.4
4,1203,1.0
4,1211,0.2
4,1213,0.8
4,1219,0.8
4,1225,0.8
4,1250,1.0
4,1259,0.8
4,1265,0.8
4,1266,0.8
4,1279,0.4
4,1282,1.0
4,1283,1.0
4,1288,0.8
4,1291,0.8
4,1304,0.6
4,1391,0.2
4,1449,1.0
4,1466,0.8
4,1500,0.8
4,1517,0.8
4,1580,0.6
4,1597,0.2
